Timestamp,TraceId,SpanId,TraceFlags,SeverityText,SeverityNumber,ServiceName,Body,ResourceSchemaUrl,ResourceAttributes,ScopeSchemaUrl,ScopeName,ScopeVersion,ScopeAttributes,LogAttributes
2024-11-02T11:12:40.741019,trace_481793,span_505238,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741045,trace_737068,span_298065,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741048,trace_75718,span_540664,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741050,trace_362138,span_622446,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741056,trace_251878,span_343227,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741058,trace_794218,span_74765,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741060,trace_356486,span_930991,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741064,trace_717073,span_416728,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741066,trace_955312,span_666605,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741068,trace_537856,span_176999,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741070,trace_492941,span_45937,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741072,trace_593524,span_666631,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741073,trace_893139,span_512314,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741075,trace_453691,span_488221,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741077,trace_730015,span_905961,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741079,trace_139161,span_528208,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741080,trace_364653,span_767169,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741082,trace_270912,span_829964,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741084,trace_189974,span_50128,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741085,trace_480140,span_664209,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741087,trace_358243,span_52350,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741089,trace_163570,span_646597,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741091,trace_948526,span_213597,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741092,trace_927131,span_892165,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741094,trace_606636,span_721488,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741096,trace_205062,span_896136,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741099,trace_812637,span_462595,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741101,trace_430738,span_56006,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741103,trace_644332,span_264704,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741105,trace_5340,span_856200,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741107,trace_586794,span_664086,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741108,trace_467695,span_949239,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741110,trace_560961,span_46402,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
2024-11-02T11:12:40.741112,trace_62754,span_833217,0,INFO,1,serviceA,test_body,http://example.com,{},http://example.com,scopeA,v1,{},{}
